文本,文本1




　　23.针对干部日常监督管理不够严格的问题。




　　（40）把干部人事档案材料缺漏放在审核整改工作重要位置，严格按照《干部人事档案收集归档规定》，对 6 名同志干部档案缺少的材料进行补充归档。同时，组织专人对全局机关干部档案进行逐卷审核，查找类似问题，截至目前均已收集补充归档。下一步，我局将举一反三，建立完善干部人事档案管理工作机制，切实做到及时归档、应收尽收。




　　（41）将人事档案管理纳入日常管理工作范围，开展档案审核问题整改，做到了“三龄两历一身份""信息准确无误。2024 年 4 月，局党组根据《干部人事档案工作条例》有关要求，对局机关全体干部出生时间、参加工作时间、入党时间和身份等“三龄两历一身份""信息进行重新核定，未发现类似问题。下一步，我局将举一反三，严格按政策规定审核归档材料，严格执行干部档案“凡进必审""“凡提必审""规定，确保干部人事档案管理规范有序。




　　（42）完善局工作人员因私出国（境）管理相关规定，严格因私出国（境）登记备案，做到“应备尽备""。对登记备案人员持证缴交情况建立管理台账，并对证件情况完成自查，确保证件信息准确全面、更新及时、规范有效。




　　24.针对责任意识不强的问题。




　　（43）严格落实主体责任。局党组履行全面从严治党主体责任，局党组书记坚决扛起第一责任人责任，其他党组成员切实履行“一岗双责""，坚持将全面从严治党作为各项工作统领，将党风廉政和意识形态工作融入到党建工作中，每半年至少研究 1 次全面从严治党工作，遇有重大问题、重大事项随时进行专题研究。




　　（44）深入学习《意见》精神。局党组中心组于 4 月 19 日认真组织学习《中共中央关于加强对“一把手""和领导班子监督的意见》，深刻领会文件精神，推动全面从严治党各项工作落实落细。




　　（45）深入开展自查剖析。局党组于 3 月 20 日召开党组会议，专题学习《习近平总书记关于推动巡视工作向纵深发展重要论述摘录》《习近平总书记关于巡视整改工作的重要论述》和市委关于巡察整改集中反馈会有关精神和要求；3 月 28 日和 4 月 19 日，局党组两次召开党组会议，进一步深化学习领悟，提高政治素养，把握标准要求，强化全面从严治党；4 月 25 日召开巡察整改专题民主生活会，深入开展自查自评和研判分析，坚持问题导向，逐条逐项对照检查，着力推进整改提升，确保市信访局政治生态健康，确保信访机关风清气正。




　　（46）及时做好诫勉谈话工作。已依法依规对相关人员进行处理，由专人做好相关记录及档案留存工作，发挥警戒作用，收到良好谈话效果。




　　25.针对党风廉政警示教育针对性不强的问题。




　　（47）把廉政警示教育作为政治学习的重要内容，列入年度理论学习计划，认真学习党风廉政建设有关文件和制度。2024 年以来，局党组理论学习中心组已组织学习了习近平总书记关于严肃党内政治生活的重要论述、习近平总书记在第十个国家宪法日之际作出重要指示精神、近平总书记在二十届中央纪委三次全会上的重要讲话精神等 7 个专题和制度文件，组织机关党员干部 53 人次参观廉政教育基地、党员政治生活馆。




　　（48）召开廉政教育大会，对我局反面典型案例开展以案示警，教育全局机关党员、干部职工做到廉洁从政。4 月 3 日，结合党纪学习教育组织党员干部职工前往台江区“苍霞人家""生活馆、古田会馆廉政教育基地，开展“弘扬‘四下基层’永葆为民初心""主题党日系列活动；5 月 21 日，组织机关党员前往市公安局交通管理局党员政治生活馆，开展“学《条例》、明廉政、强纪律""主题党日活动，进一步增强局机关党员、干部职工“为民解难、为党分忧""责任感、使命感，增强廉洁自律意识，强化诚信廉洁修养，不断坚定知敬畏、明底线、守规矩的信念。




　　26.针对廉政风险排查防控流于形式的问题。




　　（49）认真组织廉政风险排查。对照新修订的《中国共产党纪律处分条例》要求，按照市纪委监委部署及派驻纪检监察组工作要求，针对存在问题组织开展市信访局廉政风险点排查及“回头看""工作，推动局班子成员认真对照自身职责，切实做好廉政风险点自查和梳理，进一步明确存在风险状况。对廉政风险排查中思想认识不够、排查不到位的两位领导干部，局党组督促其自查梳理到位，形成完善的廉政风险点排查材料，确保落实廉政责任。




　　（50）细化廉政风险防控措施。认真查找权力运行的“关键点""，坚持查控结合、动态管理，结合廉政警示教育、“三会一课""、谈话监督提醒、民主生活会批评与自我批评等工作制定廉政风险防控措施，推动党风廉政建设主体责任和监督责任落地。




　　27.针对纪检监察组落实监督责任还不够严格的问题。




　　（51）坚守“监督的再监督""。进一步加大对市信访局监督检查、风险排查、调研督导和专项治理力度，定期与局党组会商全面从严治党情况、重大廉情信息，共同研判政治生态，积极督促干部职工深入开展廉政风险点排查，有针对性地提出整改建议，并严格要求整改到位。




　　（52）精准处置问题线索。加强对问题线索和廉情信息的分析研判，区分轻重缓急，灵活运用谈话函询、初步核实、暂存待查、予以了结方式科学分类处置，精准运用“四种形态""，深化运用“第一种形态""，及时发现问题、纠正偏差，做到严管和厚爱结合、激励和约束并重。




　　（四）落实巡视巡察、审计等监督发现问题整改方面




　　28.针对坚持“当下改""与“长久立""相结合不够的问题。




　　（53）局党组于 4 月 25 日召开巡察整改专题民主生活会，深入开展反思自省和深刻剖析，查找分析问题整改不到位的主客观具体原因。对于改造资金、用地、相关部门审批等客观原因导致的接待场所及服务设施改造提升无法推进的问题，局党组在做好信访接待大厅新修墙体维护工作，保持公厕日常清洁卫生的同时，继续尽心尽力协调推进改造提升相关工作。




　　（54）对于“反弹回潮""问题，认真开展针对性整改，确保问题改到位、不回弹。进一步提高局党组理论学习中心组学习质量，充分发挥中心组学习示范引领作用，推动领导班子和领导干部深刻领悟“两个确立""的决定性意义，增强“四个意识""、坚定“四个自信""、做到“两个维护""。




　　（55）坚持“书记抓、抓书记""，以深入推进模范机关创建工作为抓手，深化拓展“三争三领""行动，推动党建工作抓实抓强抓出成效。2024 年 3 月，全市机关党建工作会议召开，市信访局党组书记抓机关党建述职民主评议综合得分为 9.88 分，2023 年抓机关党建工作情况考核评定为“好""的等次。局机关党总支专职副书记因抓机关党建工作有力，2023 年度考核被评为“优秀""等次。




　　（56）选优配强支部班子，切实抓好支部学习教育、主题党日活动、“三会一课""等组织保障，以创建福州市模范机关先进单位为目标，持续推动基层党组织政治建设和组织建设。2024 年 1 月，在报送自查自评结果基础上，市信访局接受市直机关工委“福州市第一届创建模范机关先进单位""现场考评。




　　（57）推动局党组成员切实扛起“一岗双责""，将党风廉政和意识形态工作融入到党建工作中，每半年至少研究 1 次全面从严治党工作，遇有重大问题、重大事项随时进行专题研究，推动全面从严治党各项工作落实落细。




　　（58）严格遵守《党政领导干部选拔任用工作条例》和人事工作相关政策规定，规范局干部选拔任用（晋升）相关程序，严格履行酝酿、动议、推荐、考察、讨论、公示等选拔任用（晋升）流程，加强组织人事干部学习培训，夯实选任基础工作。做好人事档案留存归档。




　　（59）结合主题党日活动、廉政党课、集中观影、现场教学等常态化、多样化开展廉政纪律教育，把警示教育抓在经常、融入日常、严在平常，切实筑牢机关干部廉洁自律思想防线。以重要节点廉洁提醒、谈心谈话、批评教育为载体，做到抓早抓小，防患于未然，促进作风建设，营造风清气正良好氛围。




　　三、需要进一步整改的事项及措施




　　下一步，市信访局将坚持按照中央关于加强巡视整改和成果运用有关精神及省委、市委关于巡视巡察的部署要求，坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻党的二十大和二十届二中、三中全会精神，深入贯彻落实习近平总书记关于加强和改进人民信访工作的重要思想，坚持将推进持续整改落实与建立常态长效机制相结合，持续巩固深化巡察整改成果，以高质量整改成效推进信访事业高质量发展。




　　一是加强政治建设，持续筑牢思想根基。持续加强信访机关政治部门建设，深入学习贯彻习近平新时代中国特色社会主义思想和党的二十届三中全会精神，进一步增强“四个意识""、坚定“四个自信""、做到“两个维护""，不断提高政治判断力、政治领悟力、政治执行力。坚持将市委巡察反馈问题整改作为一项重大政治任务，切实抓紧抓牢，推动巡察整改任务不折不扣落到实处。




　　二是强化责任落实，推动信访工作发展。践行以人民为中心的发展思想，牢记为民解难、为党分忧的政治责任，下大力气解决影响信访工作高质量发展的堵点痛点难点，全面提升基础业务规范化水平，全面增强运用法治思维和法治方式依法按政策解决问题能力，遵循依法处理信访事项“五化""“四到位""原则，确保“群众的每一项诉求都有人办理、群众的每一项诉求都依法推进""，全面推进信访工作法治化。




　　三是聚焦风清气正，推进全面从严治党。深入开展党纪学习教育，结合巡察问题整改落实，进一步强化信访党员干部纪律意识、加强自我约束、提高免疫能力，增强政治定力、纪律定力、道德定力、抵腐定力，始终做到忠诚干净担当。把党纪学习教育开展情况纳入全面从严治党主体责任落实重要内容，通过逐章逐条学习《中国共产党纪律处分条例》，开展多样化警示教育，教育引导党员、干部准确掌握政治纪律、组织纪律、廉洁纪律、群众纪律、工作纪律、生活纪律等“六项纪律""。




　　四是坚持常态长效，深化巩固整改成果。坚持“当下改""和“长久立""相结合，着眼于标本兼治、举一反三，对落实整改过程中形成的好经验好做法，加强梳理总结、提升提炼，固化为制度机制，抓好建章立制，推动整改成果持续巩固提升。坚持高标准严要求，对于历史遗留问题和情况复杂问题，敢于动真碰硬、刀刃向内，持续推进严抓实改，确保巡察反馈问题不“反弹回潮""。




　　欢迎广大干部群众对巡察整改落实情况进行监督。如有意见建议，请及时向我们反映。联系电话：0591-87113501；通信地址：福州市鼓楼区乌山路 90 号；电子邮箱：fzxfj3502@163.com。




中共福州市人民政府信访局党组




2024年11月15日


"
成都市教育局关于四川华夏专修学院信访工作的通报,"成都市教育局关于四川华夏专修学院信访工作的通报










各市管专修学院：




　　为贯彻落实《中华人民共和国民办教育促进法》及其实施条例，进一步规范全市非学历高等教育的办学行为，提高专修学院为学员主动服务并切实维护学员合法权益的意识和能力，市教育局梳理和分析了 2024 年全市直管的各专修学院的信访情况。其中，涉及四川华夏专修学院的信访量较大、投诉问题较多，反映出该专修学院相关负责同志法纪意识不强、管理水平不高以及对学员正当权益重视不够等问题。现将有关情况通报如下。




　　一、基本情况




　　截至 10 月，2024 年四川华夏专修学院信访件数量高达 22 个，占全市直管专修学院信访总量一半以上，涉及学院招生宣传、教师培训、收费管理等多个方面。




　　二、处理意见




　　四川华夏专修学院在短时间内多次发生信访事件，体现学院举办方和理事会对规范办学认识不到位，学院主体责任履行不到位，管理团队监督指导责任履行不到位，教师团队专业培训不到位，积极主动为学员服务的意识和措施不到位，导致学校信访频发。为切实维护全市民办教育的良好生态，根据《中华人民共和国民办教育促进法》及其实施条例相关要求，对四川华夏专修学院作如下处理决定：




　　（一）对四川华夏专修学院进行全市通报批评。




　　（二）责成四川华夏专修学院认真总结近年来的信访主要问题，采取有效措施，立整立改，对标对表加强学校内部管理，切实降低信访量，提升办学质量，于 2024 年 11 月 29 日 17:00 前将分析报告及整改情况报送市教育局。




　　（三）市教育局将视整改情况，在 2024 年年检中决定是否作出降级、降档等处理。




　　三、工作要求




　　全市各专修学院要高度重视，全面贯彻党的教育方针，端正办学方向，落实立德树人根本任务，严格遵守《中华人民共和国民办教育促进法》及其实施条例和各级相关政策要求。市教育局将进一步加强专修学院办学的监督与管理工作，夯实学校主体责任，切实规范办学行为。




　　特此通报。




成都市教育局




2024年11月11日


"
中共佛山市信访局党组关于庞闯同志职级任免的通知,"中共佛山市信访局党组关于庞闯同志职级任免的通知




关于庞闯同志职级任免的通知




本局各科：




　　经研究同意：




　　庞闯同志任佛山市信访局办信接访科一级主任科员，免去其佛山市信访局二级主任科员职级。




中共佛山市信访局党组




2024年11月6日


"
南京市人民政府信访局关于陈翼寅、罗未拓同志确定职级的通知,"

            南京市人民政府信访局关于陈翼寅、罗未拓同志确定职级的通知
经局党组研究决定并报市委组织部审核同意：
　　陈翼寅同志确定为人民来访接待处一级主任科员，罗未拓同志确定为人民来访接待处四级主任科员。
中共南京市信访局党组
2024年10月25日

        "
中共佛山市信访局党组关于符孔同志职务职级任免的通知,"中共佛山市信访局党组关于符孔同志职务职级任免的通知




中共佛山市信访局党组关于符孔同志职务职级任免的通知




本局各科：




　　经局党组会议研究同意：




　　符孔同志任市信访局督办和复查复核科一级主任科员，免去其市信访局办公室主任职务。




中共佛山市信访局党组




2024年10月24日


"
福建省人民政府信访局关于福建省人民政府信访局省级一体化协同办公平台运维服务项目采购结果的公告,"福建省人民政府信访局关于福建省人民政府信访局省级一体化协同办公平台运维服务项目采购结果的公告










　　一、项目编号：SXFJ-202408




　　二、项目名称：福建省信访局省级一体化协同办公平台运维服务项目




　　三、采购结果




　　供应商名称：福建省电子政务建设运营有限公司




　　供应商地址：福建省福州市闽侯县大数据科技园B1栋5层11-12层




　　成交金额：41,250.00元




　　四、主要标的信息




　　五、公告期限




　　自本公告发布之日起1个工作日。




　　六、其他补充事宜




　　无




　　七、联系方式




　　联系人：江灵琳




　　联系地址：福州市鼓楼区华林路52号




　　联系电话：0591-87276821




福建省人民政府信访局




2024年10月8日


"
郑州市信访局关于开发区、区县(市)和市直单位2024年第四季度党政领导信访接待日安排情况的公告,"郑州市信访局关于开发区、区县(市)和市直单位2024年第四季度党政领导信访接待日安排情况的公告










　　﻿为深入贯彻习近平总书记关于信访工作重要指示精神，进一步畅通信访渠道，及时解决信访问题，维护群众合法权益，根据中央和省委关于领导干部接待群众来访工作规定，按照市委、市政府领导要求，现将2024年10至12月各开发区、区县（市）和48个市直单位主要领导信访接待日安排情况予以公布。




　　




2024年9月30日




　　



单　位	姓　名	职　务	10月	11月	12月
宣传部	王　新	副部长（分管日常工作）	10	1	5
统战部	王　丽	常务副部长	10	6	5
总工会	王玉红	党组书记、常务副主席	15	15	16
中级法院	袁小刚	党组副书记、副院长	12	12	11
发展改革委	夏　扬	党组书记、主任	6、21	12	4、26
科技局	安春茂	党组书记	23	26	9
魏宁娣	局长	8	11	23
教育局	王丽娟	党组书记、局长	23	22	18
工信局	王智明	党组书记、局长	11	4、28	22
民族宗教局	康红阳	党组书记、局长	15	13	10
民政局	徐　勇	党组书记	16	13	11
郑方燕	局长	23	20	18
司法局	姬党军	党委委员	14	4	2
卫健委	李卫林	党组书记、主任	8	1	2
财政局	耿勇军	党组书记、局长	24	21	17
人社局	王素梅	党组书记、局长	8	1	2
资源规划局	严　波	党组书记、局长	15	15	17
生态环境局	董建山	党组书记、局长	8、18、31	13、26	9、20
城建局	苏建设	党组书记、局长	24	28	26
税务局	曹学胜	党委书记、局长	14	4	2
赵　凯	党组书记、局长	8	5	10
交通局	杨振茂	党组书记、局长	8	1	2
城管局	杜建强	党组书记、局长	11	1	6
农业农村局	张胜利	党组书记、局长	10、22	4、15、28	11、24
水利局	王义民	党组书记	8、18	1、14	2、13
梁远森	局长	9、21	4、15	3、16
林业局	张　超	党组书记、局长	8	1	2
商务局	王保来	党组书记、局长	8	1	11
应急局	赵敏祥	党委书记、局长	2、12、22	1、11、21	10、20、30
市委金融办	李新锋	副主任（分管日常工作）	24	28	26
审计局	王效光	党组书记、局长	8	1、4	2、3
国资委	曹东锋	党委书记、主任	14	20	18
市场监管局	姚志伟	党组书记、局长	11	1	11

体育局	李　雅	党组书记、局长	8	1	2
统计局	宋少丹	党组书记、局长	7、17、27	6、16、26	6、16、26

粮食和储备局	邢留印	党组书记、局长	10	8	10
医保局	王进兴	党组书记、局长	8	5	5
国防动员办	史启新	党组书记、主任	8	1	2
文物局	顾万发	党组书记、局长	8	5	3
园林局	牛建军	党组书记、局长	8	1	2
市委智慧办	曹　勇	常务副主任	29	28	31
行政审批和政务　　信息管理局	盛　铎	党组书记、局长	8	6	18
老干部局	赵　涵	局长	16	13	18
市委外办	刘亚涛	主任	11、17、24	7、14、21	5、12、19
供销社	金建新	党组书记、理事会主任	8	1	2
妇　联	申　宏	党组书记、主席	16	13	18
残　联	王宗民	党组书记、理事长	8	1	2
烟草局	周孝忠	党组书记、局长（经理）	8	4	2
供电公司	丁和平	党委副书记、总经理	9	6	5
王　磊	党委书记、副总经理	16	12	18
文化广电和旅游局	张琳琳	党组书记	12、24	6、19	2、13、26
退役军人事务局	张慧娴	党组书记、局长	17	14	

12




　　



单　位	姓　名	职　务	10月	11月	12月
巩义市	袁聚平	市委书记	14、28	11、25	9、23
张东辉	市长	21	4、18	2、16、30
登封市	辛绍河	市委书记	14、28	11、25	9、23

新密市	程　洋	市委书记、市长	14、28	4、18	2、16

荥阳市	杨金军	市委书记	14、28	11、25	9、23
石　玉	市长	21	4、18	2、16、30
新郑市	马宏伟	市委书记	21	4、18	2、16、30
杨　晋	市长	14 、28	11、25	9、23
中牟县	丁文霞	县委书记	14、28	11、25	9、23
刘　利	县长	21	4、18	2、16、30
中原区	李晓雷	区委书记	21	4、18	2、16、30
邓英文	区长	14 、28	11、25	9、23
二七区	樊惠林	区委书记	21	4、18	2、16、30
虎荣鑫	区长	14 、28	11、25	9、23
金水区	张艳华	区委书记、区长	14、28	11、25	9、23

管城区	张艳敏	区委书记	21	4、18	2、16、30
丁晓永	区长	14 、28	11、25	9、23
惠济区	李新军	区委书记	14、28	11、25	9、23
李伟光	区长	21	4、18	2、16、30
上街区	李金勇	区委书记	14、28	11、25	9、23
时　博	区长	外出学习
航空港区	田海涛	党工委副书记、管委会主任	/	/	2
郭　鹏	党工委副书记、管委会副主任	14	/	/
经开区	李小虎	党工委书记	14、28	11、25	9、23
张　波	管委会主任	21	4、18	2、16、30
高新区	郭程明	管委会主任	14、28	11、25	9、23

郑东新区	孙建功	党工委书记	21	4、18	2、16、30
陈耀宗	管委会主任	14 、28	11、25	9、23


"
呼和浩特市司法局关于对呼和浩特市政协第十四届委员会第三次会议提案第0075号建议《关于化解基层信访矛盾的提案》的答复,"呼和浩特市司法局关于对呼和浩特市政协第十四届委员会第三次会议提案第0075号建议《关于化解基层信访矛盾的提案》的答复










呼和浩特市妇女联合会：




　　贵单位提出的《关于化解基层信访矛盾的提案》(呼和浩特市第十四届委员会第三次会议提案第 0075 号建议) 收悉，现答复如下：




　　为认真贯彻落实《关于开展法制宣传教育的第八个五年规划（2021－2025 年）》精神，呼和浩特市司法局结合信访工作法治化的要求，将《信访工作条例》宣传纳入年度普法计划，并按照“谁执法谁普法""普法责任制原则，配合呼市信访局开展系列普法宣传活动，旨在增强群众对《信访工作条例》的认识和理解，提高依法信访、依法维权的法律理念。




　　1、信访工作条例的详细解读：2024 年 5 月，呼和浩特市司法局通过专题讲座、送法进乡村等形式，详细解读《信访工作条例》和“信访路线图""、工作指南，结合真实案例，让群众更直观、具体地理解信访工作的重要性和实际操作方法，使群众全面了解了信访工作的流程、规定及权利、义务。




　　2、在乡村、社区通过悬挂横幅、摆放宣传展板、发放宣传折页等形式进行《信访工作条例》的宣传共计 16 场次，发放各类宣传物品 600 余份，接受群众法律咨询 20 余人次，通过直接面对面向群众答疑解惑，加强了条例的普及效果。




　　通过一系列宣传活动，群众对《信访工作条例》的认识和理解明显提高，依法信访、依法维权的意识逐步增强。下一步，我们将进一步深化宣传工作，创新宣传方式，扩大宣传覆盖范围，让更多的人了解信访条例的内容和意义。同时，要持续加强对基层信访条例的宣传工作，提高基层工作人员依法处理信访问题的能力和水平，确保基层信访矛盾得到有效化解，为构建法治社会、促进社会公平正义作出更大的贡献。




呼和浩特市司法局




2024年9月30日








"
呼和浩特市司法局关于对呼和浩特市政协第十四届委员会第三次会议提案第0214号建议《关于化解基层信访矛盾的提案》的答复,"呼和浩特市司法局关于对呼和浩特市政协第十四届委员会第三次会议提案第0214号建议《关于化解基层信访矛盾的提案》的答复










沈心宇、赵海霞委员：




　　市政协十四届三次会议第 0214 号委员提案，暨《关于化解基层信访矛盾的提案 (流水号 6 并入)》已收悉。就该提案中相关建议，答复如下：




　　一、关于强化群众法治意识，构建法治解纷新格局相关建议




　　2024 年以来，我市进一步加强了各领域、各行业法治宣传工作。一是利用社区宣传栏、法治长廊、法治广场、公共场所显示屏、移动电视等户外场所和载体，及微信公众号、微信群、报纸期刊等线上阵地，发布更新法律信息、典型案例、专项法律知识点，展播法律宣传标语、法治动漫、法制宣传片等，给群众随处可见可学。2023 年，系列普法视频在线浏览量达 3 万次以上，其中《说法论典》—“宪法呵护我们的一生""篇，被学习强国转发。持续深化“法治乌兰牧骑""普法品牌效力，组织“法治乌兰牧骑""开展送法进社区普法宣传活动 45 场次，发放各类普法书籍两万余册，接受现场群众法律咨询 200 余人次。二是通过“万名律师进乡村""活动为民营企业提供法律咨询 66 次，开展法治体检 24 次，开展涉农涉牧法律政策宣讲培训 7 场。三是市司法局联合市工商联、市工信局、工会等部门，于 2024 年 6 月 25 日至 2024 年 7 月 31 日开展以“法铸诚信、律企同行，律师法律服务助力民企发展""为主题的律师法律服务进园区“法治体检""月活动，组织全市 184 家律师事务所、2245 名律师对接呼和浩特市 8 个开发区以及各旗县区本地园区企业开展活动。四是提升行政效能，市司法局印发《呼和浩特市司法局关于报送证明事项和涉企经营许可事项告知承诺制清单通知》，牵头市级 34 家部门，梳理全市实施告知承诺制涉企经营许可事项 19 项和证明事项告知承诺制 34 项，最终形成《呼和浩特市本级证明事项保留清单（2024 版）》和《呼和浩特市实施告知承诺制涉企经营许可事项清单（2024 版）》两张清单。以《市本级容缺受理事项清单（2022 版）》（65 项）为基础，联合诚信建设工程领导小组印发《呼和浩特市诚信建设工程领导小组关于做好容缺受理工作相关事宜的通知》，牵头 44 家市本级单位，最终形成《市本级容缺受理事项清单（2024 版）》，涉及 11 家单位，63 个大项 177 个子项，新增 41 个大项。五是自《内蒙古自治区矛盾纠纷多元化解条例》施行后，呼和浩特仲裁委员会组织人员赴新华广场、社区、大学校园开展《中华人民共和国民法典》《中华人民共和国仲裁法》《内蒙古自治区矛盾纠纷多元化解条例》的宣传活动，发放相关宣传资料及物品，普及仲裁法律知识。通过现场答疑、“法治盲盒""、“普法投篮""等方式，进一步增强广大群众、社区居民、大学生的法律意识和法治素养。




　　二、关于强化基层政府部门的法治思维和法治方式相关建议




　　2024 年以来，我市相关部门着重从以下方面切实提升基层工作人员素质：




　　一是完善行政裁量权基准制度，印发《关于做好行政裁量权基准制定和管理工作的通知》，在全市范围内开展行政裁量权基准梳理确认和公布工作。已完善 160 项处罚事项纳入免罚、轻罚清单。探索运用大数据、人工智能等技术开展非现场检查 459 次。推动联合执法、交叉执法、集中执法等跨部门、跨地区互认式执法 3093 次，推动实现“进一次门、查多项事""。




　　二是开展乡镇综合执法工作，建立市县乡三级行政执法监督体系，对自治区赋权事项清单指导各地区乡镇街道进行认领和公布，已全部完成认领工作。全市涉及综合执法的 54 个乡镇街道司法所全部完成挂牌，建立工作职责和工作制度。承担起行政执法监督职能。




　　三是按照国务院提升行政执法质量三年行动计划，部署专项工作，从 2023 年至今每年开展全市行政执法人员能力素质提升培训班，2024 年组织召开了全市行政执法人员能力素质提升暨法治政府建设培训班，线下 1000 人，线上 1.2 万人通报进行了学习培训。




　　四是开展行政执法人员资格认证和执法证件考试工作，按照年度工作计划，每年对新增行政执法人员进行执法人员资格认证和培训考试，全部按规定落实实体证件和电子证件双模式管理。




　　五是开展全市行政执法大比武，举办“守为民执法初心 护青城平安使命""行政执法大比武，市本级和 9 个旗县区 26 支代表队共计 208 名选手参加比赛。




　　六是呼和浩特仲裁委员会牢固树立仲裁案件质量和效率的首位意识，切实维护当事人的合法权益。2023 年，共受理各类民商事纠纷案件 978 件，争议标的额约 28.1 亿元。




　　三、关于建立多元化的纠纷解决机制相关建议




　　一是呼和浩特市委政法委、市委金融办整合呼和浩特市金融纠纷人民调解委员会职能、呼和浩特仲裁委员会金融纠纷案件仲裁职能、呼和浩特市北疆公证处赋强公证职能、赛罕区“金融法庭""金融审判职能等资源，推行“调解、审判、仲裁、公证""四位一体的金融纠纷调解中心，中心于 2024 年 5 月 29 日获准成立，6 月 13 日正式挂牌，与 2024 年 1 月 29 日获准成立的呼和浩特市金融纠纷人民调解委员会采用两块牌子集约化运作，截至 8 月中旬，共受理银行和保险类金融纠纷案件和咨询 702 起；开展案件会商 102 起；调解案件 303 起，总标的金额合计 2370.05 万元，其中线上调解案件 18 起，总标的金额 42.52 万元；调解成功案件 152 起，总标的金额 1139.97 万元；完成调解 + 赋强公证 38 件。




　　二是进一步发展专业性、行业性的医疗纠纷人民调解委员会，负责呼和浩特市医疗纠纷的预防、调解和现场处置工作，是独立的第三方组织。现有办公场所 1200 平方米，设置接报案中心、专家管理部、调解部等机构，有专职人民调解员 24 人，选聘高资历的退休医师、法官、检察官为专职调解员，并建成包含 2000 余名副高级以上职称的医学、法学专家库，为纠纷调处提供专业的咨询、评鉴等服务。




　　三是加强基层调解力量，推进全市新入职律师到司法所实践锻炼工作，2024 年 6 月 13 日，呼和浩特市司法局在呼和浩特市赛罕区金河镇召开了主题为“党建引领青年律师展专长，深入基层法治实践履新职""的全市新入职律师到司法所实践锻炼誓师大会暨全市律师监督管理工作会议。会上 20 家律师事务所 20 名新入职律师参与选派。




　　四是深入推进信访工作法治化，组织开展“大走访、大排查、大化解""行动，深入践行“枫桥经验""，全面推动信访代办，在县乡村三级全面推开信访代办服务，变“等群众信访""为“帮群众代办""，确定了村（社区）书记担任首位代办员、乡镇（街道）党政一把手担任首要代办员、旗县区党政一把手和班子成员担任首席代办员、旗县区“公检法三长""担任首责代办员的“四首""代办模式。




　　五是呼和浩特仲裁委员会将以高标准、严要求选聘新一届委员会仲裁员，建立分类别、适应多层次需求的专业化仲裁员队伍。进一步优化管理体制和运行机制，完善制度建设，强化案件管理、程序引导、质量监督，加强仲裁员和仲裁秘书队伍的选聘管理和执业培训，不断提升呼和浩特仲裁委员会的公信力、竞争力和影响力。




　　四、创新法治宣传教育，满足群众实际需求




　　一是压实普法责任。为认真抓好《信访工作条例》的学习宣传贯彻工作，推进信访工作法治化，提高群众“办事依法、遇事找法、解决问题用法、化解矛盾靠法""的法治意识，市司法局将《信访工作条例》纳入年度普法计划，各相关部门将《信访工作条例》纳入部门普法责任清单，按要求开展普法宣传。




　　二是丰富宣传形式。2024 年 5 月，呼市司法局结合每月一主题系列宣传活动，在《信访工作条例》颁布实施纪念日，通过线上、线下多种形式加强对《信访工作条例》和“路线图""、工作指南等的宣传。截至目前，呼市司法局通过邀请普法宣讲团讲师进行《信访工作条例》专题讲座、悬挂横幅、摆放宣传展板、发放宣传折页等形式进行宣传 16 场次，发放各类宣传物品 600 余份，接受群众法律咨询 20 余人次。通过一系列宣传活动，群众对《信访工作条例》的认识和理解明显提高，依法信访、依法维权的意识逐步增强。




　　五、建立多元化的纠纷解决机制




　　健全完善多元纠纷化解机制，推动访调工作衔接联动。将联合信访部门制定出台《关于建立信访事项与人民调解衔接工作的实施意见》，明确访调对接的范围、程序、责任主体等，深入推进信访工作法治化。鼓励支持社会组织依法设立行业性专业性的人民调解组织，为解决信访事项提供专业化的调解服务。




　　下一步，我局将继续发挥职能职责作用，进一步强化运用法治思维和法治方式化解基层信访矛盾，进一步规范各类“非诉讼""矛盾纠纷解决方式，巩固和发展新时代“枫桥经验""，不断提高社会治理能力。




呼和浩特市司法局




2024年9月29日








"
广州市教育局关于修订印发《广州市教育系统依法分类处理信访诉求清单》的通知,"广州市教育局关于修订印发《广州市教育系统依法分类处理信访诉求清单》的通知




穗教发〔2024〕43号










市属各高校，各区教育局，局属各单位：




